Time,CH A,
3.12156E-4,-1.1173E-2,
3.13157E-4,1.2827E-2,
3.14157E-4,-1.1173E-2,
3.15158E-4,4.827E-3,
3.16158E-4,-1.1173E-2,
3.17159E-4,1.2827E-2,
3.18159E-4,-1.1173E-2,
3.1916E-4,1.2827E-2,
3.2016E-4,-1.1173E-2,
3.21161E-4,1.2827E-2,
3.22161E-4,-1.1173E-2,
3.23162E-4,1.2827E-2,
3.24162E-4,-1.1173E-2,
3.25163E-4,1.2827E-2,
3.26163E-4,-1.1173E-2,
3.27164E-4,4.827E-3,
3.28164E-4,-1.1173E-2,
3.29165E-4,4.827E-3,
3.30165E-4,-1.9173E-2,
3.31166E-4,4.827E-3,
3.32166E-4,-1.9173E-2,
3.33167E-4,1.2827E-2,
3.34167E-4,-1.1173E-2,
3.35168E-4,4.827E-3,
3.36168E-4,-1.1173E-2,
3.37169E-4,1.2827E-2,
3.38169E-4,-1.1173E-2,
3.3917E-4,1.2827E-2,
3.4017E-4,-1.1173E-2,
3.41171E-4,1.2827E-2,
3.42171E-4,-1.1173E-2,
3.43172E-4,1.2827E-2,
3.44172E-4,-1.1173E-2,
3.45173E-4,4.827E-3,
3.46173E-4,-1.1173E-2,
3.47174E-4,1.2827E-2,
3.48174E-4,-1.9173E-2,
3.49175E-4,4.827E-3,
3.50175E-4,-1.1173E-2,
3.51176E-4,4.827E-3,
3.52176E-4,-1.9173E-2,
3.53177E-4,4.827E-3,
3.54177E-4,-1.1173E-2,
3.55178E-4,4.827E-3,
3.56178E-4,-1.1173E-2,
3.57179E-4,4.827E-3,
3.58179E-4,-1.1173E-2,
3.5918E-4,1.2827E-2,
3.6018E-4,-1.1173E-2,
3.61181E-4,1.2827E-2,
3.62181E-4,-1.1173E-2,
3.63182E-4,1.2827E-2,
3.64182E-4,-1.1173E-2,
3.65183E-4,1.2827E-2,
3.66183E-4,-1.1173E-2,
3.67184E-4,1.2827E-2,
3.68184E-4,-1.1173E-2,
3.69185E-4,1.2827E-2,
3.70185E-4,-1.1173E-2,
3.71186E-4,4.827E-3,
3.72186E-4,-2.7173E-2,
3.73187E-4,4.827E-3,
3.74187E-4,-1.1173E-2,
3.75188E-4,4.827E-3,
3.76188E-4,-1.1173E-2,
3.77189E-4,1.2827E-2,
3.78189E-4,-1.1173E-2,
3.7919E-4,4.827E-3,
3.8019E-4,-1.1173E-2,
3.81191E-4,1.2827E-2,
3.82191E-4,-1.1173E-2,
3.83192E-4,1.2827E-2,
3.84192E-4,-1.1173E-2,
3.85193E-4,1.2827E-2,
3.86193E-4,-1.1173E-2,
3.87194E-4,1.2827E-2,
3.88194E-4,-1.1173E-2,
3.89195E-4,4.827E-3,
3.90195E-4,-1.9173E-2,
3.91196E-4,4.827E-3,
3.92196E-4,-1.9173E-2,
3.93197E-4,4.827E-3,
3.94197E-4,-1.1173E-2,
3.95198E-4,1.2827E-2,
3.96198E-4,-1.1173E-2,
3.97199E-4,1.2827E-2,
3.98199E-4,-1.1173E-2,
3.992E-4,4.827E-3,
4.002E-4,-1.1173E-2,
4.01201E-4,1.2827E-2,
4.02201E-4,-1.1173E-2,
4.03202E-4,2.0827E-2,
4.04202E-4,-1.1173E-2,
4.05203E-4,1.2827E-2,
4.06203E-4,-1.1173E-2,
4.07204E-4,1.2827E-2,
4.08204E-4,-1.1173E-2,
4.09205E-4,1.2827E-2,
4.10205E-4,-1.1173E-2,
4.11206E-4,4.827E-3,
4.12206E-4,-1.1173E-2,
4.13207E-4,4.827E-3,
4.14207E-4,-1.1173E-2,
4.15208E-4,4.827E-3,
4.16208E-4,-1.1173E-2,
4.17209E-4,1.2827E-2,
4.18209E-4,-1.1173E-2,
4.1921E-4,1.2827E-2,
4.2021E-4,-1.1173E-2,
4.21211E-4,1.2827E-2,
4.22211E-4,-1.1173E-2,
4.23212E-4,1.2827E-2,
4.24212E-4,-1.1173E-2,
4.25213E-4,1.2827E-2,
4.26213E-4,-1.1173E-2,
4.27214E-4,1.2827E-2,
4.28214E-4,-1.1173E-2,
4.29215E-4,1.2827E-2,
4.30215E-4,-1.1173E-2,
4.31216E-4,4.827E-3,
4.32216E-4,-1.9173E-2,
4.33217E-4,4.827E-3,
4.34217E-4,-1.9173E-2,
4.35218E-4,4.827E-3,
4.36218E-4,-1.1173E-2,
4.37219E-4,4.827E-3,
4.38219E-4,-1.9173E-2,
4.3922E-4,1.2827E-2,
4.4022E-4,-1.1173E-2,
4.41221E-4,1.2827E-2,
4.42221E-4,-1.1173E-2,
4.43222E-4,1.2827E-2,
4.44222E-4,-1.1173E-2,
4.45223E-4,1.2827E-2,
4.46223E-4,-1.1173E-2,
4.47224E-4,1.2827E-2,
4.48224E-4,-1.1173E-2,
4.49225E-4,1.2827E-2,
4.50225E-4,-1.1173E-2,
4.51226E-4,1.2827E-2,
4.52226E-4,-1.9173E-2,
4.53227E-4,4.827E-3,
4.54227E-4,-1.9173E-2,
4.55228E-4,1.2827E-2,
4.56228E-4,-1.1173E-2,
4.57229E-4,1.2827E-2,
4.58229E-4,-1.9173E-2,
4.5923E-4,4.827E-3,
4.6023E-4,-1.1173E-2,
4.61231E-4,4.827E-3,
4.62231E-4,-1.1173E-2,
4.63232E-4,4.827E-3,
4.64232E-4,-1.1173E-2,
4.65233E-4,1.2827E-2,
4.66233E-4,-1.1173E-2,
4.67234E-4,1.2827E-2,
4.68234E-4,-1.1173E-2,
4.69235E-4,1.2827E-2,
4.70235E-4,-1.9173E-2,
4.71236E-4,1.2827E-2,
4.72236E-4,-1.1173E-2,
4.73237E-4,4.827E-3,
4.74237E-4,-1.9173E-2,
4.75238E-4,4.827E-3,
4.76238E-4,-1.9173E-2,
4.77239E-4,4.827E-3,
4.78239E-4,-1.9173E-2,
4.7924E-4,4.827E-3,
4.8024E-4,-1.1173E-2,
4.81241E-4,4.827E-3,
4.82241E-4,-1.1173E-2,
4.83242E-4,1.2827E-2,
4.84242E-4,-1.1173E-2,
4.85243E-4,2.0827E-2,
4.86243E-4,-3.173E-3,
4.87244E-4,1.2827E-2,
4.88244E-4,-1.1173E-2,
4.89245E-4,1.2827E-2,
4.90245E-4,-1.9173E-2,
4.91246E-4,1.2827E-2,
4.92246E-4,-1.9173E-2,
4.93247E-4,4.827E-3,
4.94247E-4,-1.9173E-2,
4.95248E-4,4.827E-3,
4.96248E-4,-1.1173E-2,
4.97249E-4,4.827E-3,
4.98249E-4,-1.1173E-2,
4.9925E-4,1.2827E-2,
5.0025E-4,-1.9173E-2,
5.01251E-4,1.2827E-2,
5.02251E-4,-1.1173E-2,
